,clean_fin_review
6708,quality not good product so-so
6709,low price big expectation rough use use instead chappals
6710,value money value money
6711,"not satisfied 



 hy order black gray color black blue color receive like black dont like blue color shoe plz replace blue color"
6712,heat summer...not comfortable wear long duration rest ok...but summer....shoes get heat make uncomfortable
6713,product not per photo though black pair shoe comfortable broad instead grey pair whit pair send not per photo
6714,recieved wrong shade instead order one order grey shade grey sole recieved grey shade white sole like
6715,"color different 



 i select gray black color recieved product colour totly change quality average"
6716,non breathable shoe non breathable shoe
6717,ok ok product product good overall definitely not original
6718,ok product price one shoe fit expect however another one bit big size ok get pai shoe sale period
6719,"see get 



 awesome shoe price however i'm bit skeptical durability sole seem much weak"
6720,good good fitting
6721,rk not expect
6722,easily dust attract might material bought husband comfort get dirty easily
6723,wrong design heel notch surety scratch ankle put design new walking shoe merrily go long walking ala skin heel pain scratch deeply pebble continuously!found heel notch sharp enough give effect sponge provide heel cap ala not heel notch?what wrong design!simply throw away new pair garbage
6724,value money accord price good not best value money
6725,"ok product not durable ok,shoes price fit fine front toe cloth shoe already start tear"
6726,unliekly good shoe short run would.like ed.because light weight shoe sole not mark
6727,quality not good.making much sound marble floor quality not good.making much sound marble floor
6728,ok ok not good look picture
6729,purchase rs buy get rs good price pointbut seller send detective one
6730,average quality bad sole material thikness look good light weight avarage quality price range sole thin soft not use rough surface feeling near bare foot use noticed sole get damage remove sum stone chip rubbish therefore create hole sole not suggest outdoor rough use
6732,not fit size short
6733,small toe side quality product lil tight toe side go maybe
6734,not good look like local brand
6737,ok quality not expect
6738,comfortable fit light weight good walking fit ok weight light not compare top brand good price pay sole quality know time walking/running final review give
6739,nice comfortable light weight shoe like shoeit's comfortable
6740,defective great product comfortable durable
6741,good walk purpose want run purchase another like walk run day life
6742,shoe look good stitching not good like type shoe check sending...because company reputation also create bad image veerendra sehvag
6743,quality ok price range overall quality ok range look trek shoe forget use least week go hike trip otherwise regret nice grip although not soo comfy term feel
6744,not worth so....so quality price
6745,nice look issue nice model issue
6747,already get small tear shoe shoe light weight perfect fit quality not upto mark small tear shoe use day
6748,not comfy can't run long not comfy definitely not trecking use light workout light run expect much even shoe
6749,ok ok
6750,give wrong size return ok ok product ok ok product bt dnt deserve dis price give wrong size return amazon must take action wat colour size quanlity etc disappointed time waste
6752,"casual,not sport activity comfortable good fitting bad sole material get dirt easily not work"
6753,nice comfortable shoe nice shoe running_shoe
6754,asian company good indian company product also good thumbs_up first thing product quantity good need work colour combination sole need improve sole
6755,good linght weight first impression ok..need check performance...light weight
6756,gud product frm asian dis price range luks gud feather light feather light weight couple wth sturdy luks comfort zone
6757,amazon priority amazon prime member amazon prime member priority
6758,quality not good quality not expectedquality product disappointedbut design good look
6759,shoe not comfortable shoe not comfortable get shoe bite unable run even walk difficult bite alot
6760,"bekar product hain 



 west money product not good pensive_face"
6761,not suitable hv find one shoe fit another one right leg large hence not suitable return herewith.thanks
6762,well arch support frowning_face️ look bit bulky
6763,fit not per regular size fit not per regular size
6764,good shoe fit loose correct size product good price pay use almost month say durable product fitting little loose size wear
6765,nice hot hot look nice foot not breath
6766,back cushion good sole not flexible price oklight weightcushioning good
6767,quality good left shoe fit expect right quality good left shoe fit expect right one bit large not fit
6768,value money light wait month alternate use stick start opening write use month good light wait value money need improve stick quality little bit
6769,good thing look nice good thing shoe look good good comfort expect much price range also
6770,nice condition
6771,ok-ok product ok ok product not good not bad
6772,quality not good never buy
6773,superb order pair shoe dad love light weight comfortable morning walk run problem delivery get late rest everything okay
6774,good good product
6775,ok price seem ok far
6776,size not true size one go one size high brand
6777,need improvement shoe fit expect comfort not need tongue shoe come everytime take irritating
6778,ok price pay main issue regard fit buy dad size little tight order size quite loose foot lookwise front tip part need work look bad cheap shoe fine
6779,navy shoe get deliver today march look good top cloth mixed rexine usually buy number size slipper formal shoe without lace wear verify fitness find bit loose walk least km see become loose
6780,last month max probelm asian shoe cheap also good look price range quality soal really cheap shoe remain new however month hole appear soal shoe
6781,dont expect long run start come internally dont expect long run within week usage sole start come internally
6782,wrong colour send order kiya hua colour milna chahiye tha.waise yh comfortable hai
6783,good good one size fit little uncomfortable wear walk move
6784,finger not comfortable value money
6785,copy campus
6786,average qualify average
6787,shoe get tight foot
6788,good comfort
6789,nice fitting comfortable
6790,look quality product kind puffed receive day sole material get thin sole get slippery overall best product price range star absolutely look
6791,wrong size receive wrong sizeorder receive
6793,superb super quality low price
6794,"hmmmm good 



 well walk park soil surface walk road sol may damage"
6796,please make comfortable cost high accord shoe quality tight fit not accord size
6797,not satisfied size small expect design goodcomfort averagelight weight heavyrunning not satisfiedcon overall shoe average running shoe
6798,"size tongue small,poorly fit size tongue small,poorly fit"
6799,not good look good inside foam auto remove
6800,rakesh product good packaging cheap poor
6801,average oderded grey colour shoe white sole
6802,sole not soft shoe good overall sole not soft
6803,small shoe good need go size high
6804,not expect average quality average quality
6805,ppppp add write reviewyou could mention value money thickness warmth product fit
6806,value product really good product recommend product buy durability product really good
6807,quality usage product quality ok much sweat bcs airflow light colour not dark show image suit formal dress jean also need time adjust walk bcs low part lower inner part cloth come wearing time wear without sock soft cushion hard low sole cannot wear rainy day difficulty wear
6808,not recommend product daily use product fit proper foot size colour good design look great inside sole cushion average not much great wear month bottom sole start lose grip surface moderate usage shoe not recommended purchase light usage not track roading run
6809,fit loose like sole soft use prolonged stand walking also run one thing disappointed size till whatever shoe sneaker loafer size perfect fit large size since come know one day use want return use shoe amazon keep give brother use perfect fit
6810,not good soon picture okay okay type product
6811,tried look shoe nice look wise comfort cannot expect much minimal cushion effect therefore one cannot expect wear long duration.overall experience okay
6812,price nice shoe large size return
6813,shoe fine make sound walk shoe good sole bad make noise walk even drive rub clutch break make sound make feel bad price also high
6815,good good expect thumbs_up
6816,shoe lace waste shoe lace not tie able secure use clip loosens walk not able secure shoe foot properly replace normal type otherwise shoes good durable
6817,catch dirt shoe okay catch dirt lot also lace not good quality mine break use
6818,look good comfortable felt comfortable thus return otherwise build quality look good
6819,look similar image get dissimilar pair lace would get stuck hooksi get dissimilar tongue shoe
6820,large buy pair mall couple year back love much wish buy extra pair recently decidedly look bam buy pair
6821,good product good delivery
6822,glue stain front not expect asian everything good except finish glue stain someone glue overall finishing not par
6824,good quality confort color match exactly image order blue match color product image
6825,sole not mark run show quality look fine sole could comfortable run shoe could comfortable want buy shoe daily go not run purpose
6826,budget shoe red chief uncomfortable buy get good comfortable model sparx much less price think good one ankle start pain use
6827,good buy light usage suerb product
6828,not worth buy shooes sole material quality cheap price saw sparx shooes myntra would pay extra sprax good choice term comfort quality
6829,average product nice fit supremely finish
6831,good choice run awesome shoe expect good color like display inside comfortability great nice look affordable need check size take one size large since past every brand size seem little short may order one large size large thanks great shoe
6832,good not great buy good product
6833,quality product nice wear
6834,good shoe light weight comfortable
6835,best deal amazon look good fit well comfortable value money
6836,none good shoe give review wear day worth look wise rich quality average not bad not buy product
6837,good worthy product spend mny poor sole quality toe lip paste open early
6838,not upto mark comfortable problem foot stick wear
6839,shoe small size expected..need replace good shoe....i get worth price....slightly pricy though...shoe good durable
6840,product normal not strorg comforteble price shoe high quality look cheep whereas look nice pic
6841,good sole stick shoe base suck good shoe walk run shoe sole inside shoe stuck shoe make come every time remove shoe
6842,replace please purchase two size big size chart size chart wrong
6843,okok can't say good also can't say bad.the quality comfort good colour shoe fade seem like year old shoe use times.my suggestion buyer purchase product walk purposethumbs_up not sport purposethumbs_down
6844,"not 



 very bad"
6845,shoe quality not mark first online shoe purchase..went ahead get decent budget shoe..was apprehensive really awesome product..thanks amazon..using since quite pretty good price
6847,not expect not comfortable
6848,not comfortable not comfortable
6849,mm ok low quality product ch
6851,"pesting miss around side leave pair shoe 



 pesting miss around leave pair shoe might cause get bubble future.slightly disappointed sad_but_relieved_facepensive_face not meet expectation seem used product"
6852,goodthumbs_up good
6853,quality ok fit finish not good quality good fitting finish low look like local product not like brand
6854,good shoe shoe not last use month useless sole get damage everyday
6855,avoid use wet good product
6856,confuse gift uncle say loved us go outingbeaming_face_with_smiling_eyes
6857,"expensive shoe 



 great product.best quality.comfort,fit"
6858,avoid use wet shoe not proper hole please exchange shoe
6859,good product ok_hand comfortable good look
6860,good thought need go one size didn’t buy son like
6861,thin cushion comfortable sturdy
6862,look copied product
6863,sparx shoe nice nice servicethanks amazon
6864,ok ok product little bit difficult wear back side shock shoe practice yo wear type shoe wear regularly easy wear regular shoe neigther good quality shoe
6865,good husband love shoe much buy another pair
6866,wrong color deliver nice product red chief nice design comfort less price compare reebok adidas nike
6867,product small size small number please order big size
6868,poor handle product comfortable item
6869,product goo
6870,nice good
6871,worth buying bad experience uncomfertable not good size month create problem foot not option return replace time delivery
6872,good look not robust product good product
6873,good quality
6874,write review month use use gym comfortable perfect fit light weight best price
6875,good product......and feel comfortable lightweight comfortable pair shoe easy wash trendy look good price
6876,quality not upto mark nyc comfortwell shape
6877,low quality quality best thumbs_uphundred_points low budget
6878,improvement make furo shoe manufacture defect sole incorrectly align not wear would attach pic next time
6879,look use dirt sole look used dirt sole
6880,product use one look like use one...down part shoe mud color
6881,long shoe long get walk annoying.though asian make good comfortable shoe time company overdo put extra effort make shoe necessary thanks amazon return policy return ok length shoe best one overally
6882,average quality shoe suitable casual walking shoe fit perfectly end end lightweight feel heaviness walk major drawback sole not cushion neither arch support foot start ache countious walk minute
6884,average product average product
6885,good light weight comfort light weight comfortable
6887,get defective pice product good mine hole front one show notice returning time end
6888,overall lightweight not comfortable wear due size misfit shoe good size wise not fit perfectly narrow even take one size big
6889,one time give wrong item nice brand nice quality tight give rating day delevry time get wrong item time get orignal item ok
6890,good sole not soft sole not soft plz improvement
6891,great small elegant classy top class design narrow not good flat foot people
6892,good product average product campus shoe always good shoe add get nice shoe shoe overall shoe good comfortable
6893,expensive catchy dirt buy price drop local store also price disappointed.and buy white one get dirt soon
6894,good fit little less comfort little uncomfortable toe plastic thing feel not much cushion look wise fine black colour get dirty easily
6895,return not send exact size return not send exact size
6896,cheap shoe cheap shoe brand rate
6897,size big order get wait another week ad pay cause offer end hour shoe good but..now large wait
6898,goog shoe nice shoe
6900,not great shoe sole not comfort hard get ankle paini prefer not go
6901,not long walk product poor quality littel hard finger side
6902,shoe product not valuable price
6903,nice good look
6904,superb look..but lack comfort buy product work inside gym grey orange combination buy cool look especially orange decal give premium look wear shoe felt out border sole strengthen centre part feel go examined out part sole find press centre part go border not walk feel little discomfortable way use shoe much walk inside gym sole bit hardy too.i know whether issue specific product get not way recommend run exclude sole shoe good casual well runnning use
6905,good not best ok not good
6906,"shoe iz well design aesthetically,not run pro designcons fill bottom foot cushion hard pain develop foot meet value high compare shoe quality comfortconclusion doest seem work either workout use casual.so buy ur interested design"
6907,best shoe budget fairly good
6908,nothing light weight pair shoe look good look not every thing quality not good use week sole grip wer completely become flat use running
6909,shoe good get damage condition dori hole ka ripit damage h...persevering_facepersevering_face
6911,nice sole hard run purpose nice sole hard run purpose
6912,size issue not able find perfect size number
6914,"ok 



 light weight fit well sole grip not strong"
6915,comparatively high cost accord product nice shoe
6917,avarage shoe bottom get flat month use...it's avarage product
6918,size chart need optimize measured foot scale order accord provide size chart actual size not tally chart return amazon give refund
6920,bad delivery good product disappoint amazon delivery payment delivery date show december payment delivery date show december except shoe good star shoe star amazon delivery
6921,average good product give price range
6923,fine product quantity not good
6924,"nice 



 it's nice product value money good happy purchase thanks amazon"
6925,shoe ok shoe lace poor quality return replacement problem hua mere saath price dekh kabhi mat lena lace poor quality size bhi perfect nhi rehta bilkul bhi satisfy nhi hu value money nhi hai
6926,moderate good look shoe moderate good look shoe try harder run could utilize normally
6928,good light weight poor package small box packaging poor shoe fit small box not good.and light weight new shoes.quality good light weight.i buy price sparx shoe good expected.i not get sparx beg
6929,nice shoe not make run walk regular runner usually run kms per session hence reviewingthis item run shoe advertisedby brand.the shoe nice comfy make run grip across foot horrible would realise difficult walk trust sparx good brand sure would tweak design convert nice running shoe
6930,wrong product image use color different image show dark blue red detail rest everything fine use correct image
6931,bulky look look bulky thus aesthetically doesnt fit well otherwise good good cushion nice knot thread comfortable wear
6932,love overall bit disappointed send wrong colour like overall product totally unhappy reason send wrong colour really sad else everything brand
6933,overprice shoe good look like non brand shoe look not much impressive sparx brand
6935,comfort fit issue osme product
6936,decent buy use daily use sole get hard short also sole not stable wet surface
6937,comfortable sole wide quality loook great comfortable look bulkier wide shole considerable choice price range
6938,good value satisfactory
6939,go size big always go size big buy pair son far good look okay fit okay he's happy
6940,look good wear comfort sole also soft good shoe lace wear tight uncomfortable feeling like tightness palm
6941,good sport shoe price good shoe price need cushioning.overall sparx brand shoe good price workout
6942,average shoe would rate shoe average look good light weight however issue sole soft not ideal walk even exert additional pressure calf knee one get tire soon not great shoe
6943,ok price ok shoe guess expectation not bad price depends like return
6944,expect day brand use sort hard rubber type sole shoe see full finger pressure indents.i normally use size need order inside sizs thick sole beneath agan material
6945,product fit not per size recommendation size chart description totally misleading.the correspond size foot length measurement eu per size chart.my measurement cm order eu receive product length mention cm advise never select size per size chart recommendation.quality seem ok light weight
6946,product good size small product like size not suitable
6948,light weight good shoe white colour nice shoe running_shoe
6949,color change color change size problem otherwise product good
6950,over-all good not cheap well not bad experience price think finish shoe not much well improve little bit give star rating
6951,"actually copy nike joyride much woese 



 it loose stiches...the bead not great...they dont get pressed...the sole becomes tight look fantastic evem shoe good cpuld much well work well beeds stiches"
6952,package not properly pack item not properly pack bag also miss doubt original copy one
6953,look good not comfort look good not comfortable heavy weightedalso scratch shawl look like use defectives piece
6954,difference product replacement exchange policy run amazon product good packaging poor highly dissatisfied amazon product exchange replacement policy plz understand detail placing order poor service amazon never expect
6955,not worth product not good finish glue visible make hard believe original product...sparx shoe cheap time comfortable walk running..i order look hence bit disappointed
6956,foam torn much glue visible product quality really good
6957,shoe small size look awesome comfortable
6958,srugle fit go
6959,broad foot wont fit
6961,furo shoe ok good style shape fit leg light weight overall star product consider price
6962,nice product range good product
6963,ok must see campus logo sole get shoe
6965,"review 



 it's comfortable worth money money-mouth_facemoney-mouth_facemoney_bagmoney_bag"
6966,wear not easy good quality
6967,costly quality bad
6968,average not good one awesome good
6969,average good bit costly
6970,shoe good shoe small size expected..need replace big size..but not show option..however avalable ur site fresh sell
6971,casual wear shoe not comfortable
6972,good not value price look good good short walk not comfortable long duration
6975,not except not excpet type product
6977,value money good product not best
6978,not worth exlilent
6979,not winter season heavy cold much cost type quality enough type quality not satisfy
6980,nice excellant grip fitting quality
6981,not comfortable shoe shoe little heavy side make uncomfortable wear long play outdoor sport shoe loose front side inner sole soft little slippery
6982,nice comfortable soft base great fit
6983,not bad prodect wrong deliverdmy prodect change
6985,nice good fitting quality not much satisfaction
6986,red chief shoe like
6987,avg shoe not good accord price
